Step,RealDiscLoss,RealDiscAcc,GenDiscLoss,GenDiscAcc,GANLoss,GANAcc
417,1.011596,0.218750,1.178016,0.250000,0.965841,0.265625
418,0.985186,0.218750,1.066620,0.218750,1.012317,0.218750
419,0.867398,0.328125,1.067572,0.156250,0.940793,0.203125
420,0.988791,0.156250,1.130200,0.171875,1.008085,0.203125
421,0.945821,0.218750,1.026703,0.125000,1.102298,0.156250
422,1.001461,0.296875,1.168455,0.125000,1.164723,0.062500
423,0.928293,0.265625,1.172189,0.140625,1.118298,0.171875
424,0.981130,0.218750,1.018862,0.125000,1.191963,0.078125
425,0.892076,0.312500,1.052845,0.140625,1.023736,0.171875
426,0.963035,0.203125,1.021924,0.140625,1.038920,0.234375
427,0.954875,0.203125,0.956488,0.265625,0.997035,0.187500
428,1.030594,0.125000,1.036895,0.203125,1.048552,0.218750
429,0.953997,0.187500,1.119989,0.078125,0.804343,0.390625
