Step,RealDiscLoss,RealDiscAcc,GenDiscLoss,GenDiscAcc,GANLoss,GANAcc
432,0.779038,0.375000,0.954528,0.203125,1.006826,0.187500
433,0.831962,0.218750,1.012567,0.093750,0.928532,0.234375
434,0.841339,0.281250,0.966664,0.218750,1.033515,0.203125
435,0.809101,0.359375,0.990757,0.234375,1.006308,0.171875
436,0.874823,0.281250,0.988510,0.234375,1.396398,0.062500
437,0.863626,0.218750,0.979460,0.171875,1.088563,0.140625
438,1.004241,0.171875,0.954291,0.234375,1.874733,0.078125
439,0.935785,0.234375,1.225214,0.109375,1.222117,0.312500
440,0.796098,0.406250,1.081652,0.171875,1.125860,0.093750
441,0.918563,0.312500,1.051939,0.187500,0.984642,0.156250
442,0.820187,0.390625,0.992519,0.187500,0.990200,0.093750
443,0.888590,0.187500,0.914626,0.203125,0.896865,0.312500
444,0.836999,0.328125,0.976142,0.140625,0.931295,0.234375
445,0.847786,0.375000,0.917248,0.234375,0.933251,0.250000
446,0.833719,0.328125,1.031772,0.312500,1.020104,0.156250
447,0.891612,0.250000,1.034258,0.125000,0.959331,0.203125
448,0.898278,0.281250,0.941593,0.234375,0.958242,0.265625
449,0.863881,0.281250,0.925406,0.265625,0.983464,0.203125
450,0.888917,0.281250,1.067364,0.093750,0.924841,0.296875
451,0.903598,0.281250,1.010942,0.250000,0.948548,0.203125
452,0.842480,0.250000,0.957514,0.218750,1.065691,0.203125
453,0.912882,0.296875,0.949255,0.265625,1.042348,0.156250
454,0.890815,0.359375,1.006034,0.250000,0.910852,0.250000
455,0.838901,0.359375,1.142154,0.171875,1.304503,0.078125
456,0.808174,0.328125,0.989983,0.109375,1.142367,0.109375
457,0.881616,0.343750,0.952039,0.234375,1.404893,0.109375
458,0.831221,0.437500,1.035829,0.203125,1.155443,0.171875
459,0.753105,0.531250,0.944948,0.234375,0.985354,0.296875
460,0.797052,0.375000,1.001434,0.234375,0.984228,0.234375
461,0.738644,0.515625,0.985204,0.187500,0.913238,0.312500
462,0.755437,0.437500,0.895010,0.265625,0.992073,0.250000
463,0.739040,0.421875,1.117478,0.093750,0.921668,0.218750
464,0.844528,0.359375,0.963819,0.140625,0.998343,0.296875
465,0.837084,0.343750,1.016518,0.218750,1.034176,0.171875
466,0.927509,0.375000,1.038060,0.156250,1.203686,0.171875
467,0.973688,0.328125,0.903974,0.281250,0.954974,0.296875
468,0.873728,0.359375,1.043553,0.140625,1.013613,0.218750
469,0.840932,0.328125,1.028791,0.203125,0.920126,0.250000
470,0.788578,0.484375,0.917996,0.203125,1.018597,0.203125
471,0.797674,0.375000,1.151571,0.062500,0.953231,0.203125
472,0.750493,0.406250,0.979020,0.218750,0.958622,0.234375
473,0.782842,0.406250,0.857598,0.234375,0.996305,0.203125
474,0.914936,0.312500,0.951239,0.171875,0.907264,0.328125
475,0.841700,0.265625,0.995136,0.187500,0.925516,0.218750
476,0.855505,0.359375,1.062343,0.109375,0.934757,0.250000
477,0.805327,0.343750,1.033059,0.187500,1.014740,0.203125
478,0.877910,0.234375,0.924220,0.187500,0.993156,0.156250
479,0.838126,0.218750,0.969714,0.312500,1.155045,0.156250
480,0.880635,0.265625,1.010862,0.109375,1.037375,0.171875
481,0.851505,0.359375,0.992924,0.234375,1.191028,0.187500
482,0.902435,0.406250,0.999800,0.125000,1.034871,0.218750
483,0.933114,0.296875,1.065102,0.125000,0.895735,0.250000
484,0.772033,0.437500,1.031196,0.156250,0.884228,0.250000
485,0.794662,0.328125,1.004295,0.125000,0.950527,0.281250
486,0.850045,0.281250,1.009414,0.203125,0.998104,0.187500
487,0.833806,0.250000,1.066521,0.187500,0.933204,0.203125
488,0.789441,0.406250,1.026893,0.234375,0.919546,0.265625
489,0.845793,0.406250,0.996495,0.328125,0.856443,0.375000
490,0.887058,0.265625,1.014090,0.171875,0.928826,0.296875
491,0.853978,0.343750,1.074792,0.187500,0.895828,0.234375
492,0.817093,0.281250,1.045803,0.125000,1.080049,0.093750
493,0.881424,0.250000,0.976101,0.046875,1.134534,0.093750
494,0.895576,0.250000,0.970643,0.218750,0.940152,0.250000
495,0.862981,0.312500,1.002330,0.250000,1.035196,0.265625
496,1.012602,0.359375,0.968786,0.203125,1.023041,0.203125
497,0.847543,0.265625,1.288333,0.093750,0.957158,0.203125
498,0.796643,0.406250,1.096207,0.109375,1.046914,0.156250
499,0.832388,0.328125,0.951339,0.171875,0.880194,0.359375
500,0.801413,0.328125,1.057955,0.125000,0.910570,0.265625
501,0.931151,0.218750,0.994792,0.187500,0.822138,0.343750
502,0.815532,0.328125,1.147928,0.140625,0.906176,0.218750
503,0.801961,0.437500,1.016612,0.109375,0.936784,0.218750
504,0.802016,0.328125,1.001637,0.203125,0.920569,0.281250
505,0.891629,0.234375,1.161391,0.093750,0.938883,0.125000
506,0.788301,0.453125,0.996069,0.296875,0.893274,0.234375
507,0.848712,0.281250,1.003752,0.171875,0.904155,0.281250
508,0.894248,0.218750,0.973235,0.171875,1.153275,0.203125
509,0.939171,0.187500,1.060446,0.156250,1.404116,0.078125
510,0.889018,0.281250,1.215457,0.046875,1.023273,0.171875
511,0.873372,0.281250,0.976697,0.156250,0.960047,0.171875
512,0.877540,0.234375,0.898399,0.171875,1.017577,0.187500
513,0.835449,0.312500,0.974183,0.187500,1.030934,0.171875
514,0.785986,0.375000,1.062417,0.171875,0.883584,0.203125
515,0.783381,0.359375,0.967631,0.328125,0.877326,0.218750
516,0.816595,0.375000,1.040002,0.171875,0.944061,0.250000
517,0.824004,0.390625,1.038844,0.125000,0.984014,0.265625
518,0.861461,0.250000,1.119000,0.125000,0.835226,0.312500
519,0.788049,0.343750,1.092342,0.125000,0.929919,0.281250
520,0.851790,0.359375,1.022664,0.125000,0.938994,0.234375
521,0.860434,0.234375,1.033893,0.109375,0.937975,0.234375
522,0.861305,0.234375,0.996575,0.125000,1.006253,0.171875
523,0.890023,0.203125,0.889814,0.218750,1.030215,0.125000
524,0.870241,0.203125,0.885377,0.406250,0.915385,0.250000
525,0.906422,0.359375,1.070052,0.171875,0.863554,0.234375
526,0.881068,0.156250,1.041518,0.250000,0.809548,0.406250
527,0.796040,0.343750,1.020625,0.156250,0.859705,0.343750
528,0.823126,0.265625,1.021649,0.125000,0.843155,0.312500
529,0.809027,0.328125,1.006972,0.171875,0.920372,0.250000
530,0.854892,0.281250,1.009502,0.125000,0.823703,0.359375
531,0.792627,0.390625,1.134245,0.187500,0.935540,0.390625
532,0.820324,0.343750,1.211192,0.062500,1.040840,0.125000
533,0.934164,0.250000,0.973341,0.187500,0.892466,0.281250
534,0.862499,0.250000,1.094591,0.187500,0.958507,0.171875
535,0.846720,0.265625,1.021371,0.171875,0.909543,0.218750
536,0.818474,0.328125,1.105399,0.093750,0.894327,0.250000
537,0.847118,0.218750,1.085955,0.093750,0.916642,0.234375
538,0.861878,0.203125,1.032260,0.171875,0.967663,0.156250
539,0.860375,0.234375,0.990269,0.093750,0.951929,0.250000
540,0.909493,0.250000,0.977005,0.171875,1.075395,0.171875
541,0.926856,0.375000,0.998209,0.125000,1.038582,0.218750
542,0.966221,0.343750,1.024097,0.187500,0.950225,0.234375
543,0.876034,0.312500,1.076069,0.125000,0.944372,0.234375
544,0.809582,0.468750,0.954407,0.250000,0.786020,0.390625
545,0.781314,0.390625,1.031533,0.234375,0.863332,0.375000
546,0.781905,0.359375,1.031776,0.140625,0.884537,0.312500
547,0.846823,0.390625,0.959565,0.187500,0.904087,0.343750
548,0.720308,0.562500,1.098105,0.109375,0.862606,0.328125
549,0.826052,0.265625,0.952969,0.218750,0.872431,0.359375
550,0.858532,0.281250,0.963892,0.203125,1.009860,0.218750
551,1.031644,0.234375,1.041083,0.250000,1.621169,0.046875
552,0.948638,0.281250,1.096578,0.171875,0.964928,0.265625
553,0.868482,0.375000,1.113463,0.046875,0.908310,0.265625
554,0.910324,0.203125,0.947503,0.234375,1.014651,0.265625
555,0.950484,0.250000,0.972906,0.218750,0.806593,0.468750
556,0.750125,0.437500,0.995719,0.203125,0.813578,0.484375
557,0.773162,0.390625,1.007669,0.203125,0.824455,0.359375
558,0.836054,0.359375,0.983376,0.250000,0.921218,0.359375
559,0.846945,0.343750,1.192253,0.109375,1.494708,0.125000
560,0.917842,0.296875,1.142972,0.125000,0.997708,0.093750
561,0.836407,0.218750,0.901046,0.312500,0.933953,0.171875
562,0.815362,0.312500,1.030507,0.093750,0.866599,0.328125
563,0.712959,0.421875,1.082150,0.078125,0.921281,0.312500
564,0.835895,0.375000,1.017893,0.234375,1.066943,0.234375
565,0.966826,0.328125,1.034703,0.156250,0.973931,0.218750
566,0.948422,0.234375,1.087889,0.187500,0.921083,0.312500
567,0.781889,0.375000,1.126685,0.218750,0.996333,0.234375
568,0.808611,0.343750,1.081765,0.140625,0.900108,0.312500
569,0.892776,0.156250,1.103476,0.125000,0.813064,0.328125
570,0.861718,0.218750,1.074005,0.187500,0.851058,0.250000
571,0.865189,0.140625,0.994171,0.218750,0.999915,0.265625
572,0.810412,0.390625,0.998746,0.187500,0.823872,0.390625
573,0.864067,0.140625,0.985494,0.218750,0.908727,0.296875
574,0.857964,0.203125,1.023548,0.140625,0.991413,0.203125
575,0.853266,0.281250,1.022140,0.125000,0.836600,0.343750
576,0.872970,0.203125,1.015984,0.171875,0.918564,0.125000
577,0.877695,0.265625,0.960778,0.234375,0.886179,0.265625
578,0.939022,0.109375,1.056684,0.078125,0.942451,0.296875
579,0.889788,0.234375,0.943911,0.187500,0.980206,0.265625
580,0.900105,0.281250,1.067791,0.140625,0.995757,0.203125
581,0.927535,0.328125,0.896300,0.265625,0.925839,0.203125
582,0.881071,0.171875,0.949867,0.187500,0.911935,0.218750
583,0.880389,0.203125,1.036868,0.171875,0.914833,0.156250
584,0.947700,0.109375,0.994362,0.140625,0.882205,0.250000
585,0.876089,0.312500,0.962738,0.187500,0.875844,0.343750
586,0.902777,0.218750,0.905236,0.250000,0.940926,0.218750
587,0.895144,0.156250,0.981169,0.296875,0.892848,0.359375
588,0.866599,0.328125,1.165125,0.062500,0.830014,0.359375
589,0.877459,0.250000,0.938137,0.234375,0.787637,0.359375
590,0.806477,0.359375,0.995179,0.250000,0.981854,0.281250
591,0.839919,0.421875,1.058629,0.171875,1.003834,0.156250
592,0.868865,0.140625,1.056647,0.125000,1.010201,0.156250
593,0.996671,0.187500,0.938528,0.281250,1.082283,0.156250
594,0.967906,0.359375,1.022236,0.046875,1.563870,0.031250
595,1.136579,0.250000,0.981909,0.187500,0.761565,0.406250
596,0.807169,0.328125,1.027187,0.203125,0.837316,0.281250
597,0.789399,0.343750,1.063366,0.125000,0.932173,0.234375
598,0.759769,0.421875,0.928793,0.250000,0.809809,0.406250
599,0.835872,0.296875,0.985466,0.187500,0.841719,0.312500
600,0.795353,0.312500,0.974108,0.156250,0.876978,0.296875
601,0.842756,0.203125,1.033153,0.125000,0.859763,0.328125
602,0.851953,0.296875,1.124460,0.125000,0.993898,0.187500
603,0.914578,0.140625,0.946717,0.140625,0.895800,0.218750
604,0.870136,0.218750,0.865643,0.265625,0.867838,0.312500
605,0.869492,0.187500,0.990035,0.125000,0.996199,0.171875
606,0.827183,0.265625,0.959078,0.140625,1.020254,0.109375
607,1.055032,0.125000,0.939300,0.234375,0.872781,0.265625
608,1.007961,0.265625,0.992075,0.109375,1.092024,0.125000
609,0.980574,0.187500,0.985052,0.187500,1.124900,0.109375
610,0.907277,0.250000,1.048341,0.046875,0.877186,0.234375
611,0.847855,0.296875,0.971193,0.218750,0.845159,0.265625
612,0.832006,0.250000,0.904728,0.187500,0.747034,0.453125
613,0.822029,0.250000,0.904254,0.265625,0.760540,0.421875
614,0.842755,0.328125,1.028175,0.171875,0.760992,0.468750
615,0.867622,0.281250,1.051204,0.109375,1.086001,0.500000
616,0.814319,0.390625,1.194395,0.140625,0.884195,0.359375
617,0.897713,0.281250,0.998499,0.187500,0.926881,0.218750
618,0.904801,0.156250,1.026618,0.187500,0.847793,0.218750
619,0.850999,0.218750,0.911284,0.234375,0.823767,0.265625
620,0.840158,0.203125,0.927414,0.296875,0.908893,0.250000
621,0.849493,0.218750,0.960839,0.234375,0.877558,0.312500
622,0.905928,0.093750,0.948751,0.218750,0.816926,0.328125
623,0.894427,0.093750,0.933222,0.156250,0.783412,0.421875
624,0.875019,0.171875,1.112803,0.125000,0.888352,0.265625
625,0.917389,0.187500,0.989339,0.078125,1.195965,0.250000
626,0.951785,0.312500,0.984441,0.156250,0.890907,0.250000
627,0.843802,0.296875,0.898949,0.250000,0.857362,0.281250
628,0.801995,0.343750,0.964549,0.203125,0.897972,0.359375
629,1.011401,0.140625,0.866837,0.312500,0.904746,0.265625
630,0.817840,0.500000,1.044271,0.125000,0.790460,0.437500
631,0.844482,0.140625,0.993169,0.156250,0.897351,0.281250
632,0.839756,0.281250,0.982987,0.171875,0.835154,0.328125
633,0.770098,0.390625,0.986189,0.093750,0.837012,0.296875
634,0.811669,0.250000,1.022645,0.109375,0.832499,0.312500
635,0.828306,0.234375,0.990226,0.109375,0.829840,0.359375
636,0.856669,0.265625,0.978701,0.125000,1.035870,0.234375
637,0.991852,0.281250,0.940470,0.171875,1.080991,0.125000
638,1.044899,0.187500,0.879510,0.250000,0.798035,0.328125
639,0.820368,0.203125,1.026287,0.062500,0.794217,0.359375
640,0.794237,0.296875,1.064270,0.140625,0.887788,0.171875
641,0.855119,0.203125,0.946786,0.156250,0.953951,0.234375
642,0.867076,0.281250,1.011509,0.125000,0.899776,0.171875
643,0.874390,0.187500,1.071192,0.093750,0.840804,0.234375
644,0.850839,0.171875,0.986468,0.156250,0.782622,0.421875
645,0.858891,0.234375,0.942293,0.109375,0.869956,0.250000
646,0.829281,0.343750,0.951151,0.218750,0.885979,0.296875
647,0.788087,0.281250,1.021090,0.125000,0.821366,0.343750
648,0.857289,0.171875,0.976222,0.156250,0.874457,0.296875
649,0.853654,0.140625,0.939320,0.218750,0.798977,0.406250
650,0.871717,0.203125,0.933113,0.250000,0.835133,0.531250
651,0.882516,0.390625,1.139077,0.171875,1.240574,0.140625
652,0.926616,0.281250,1.171324,0.093750,0.958766,0.171875
653,0.918746,0.140625,0.887115,0.234375,1.005954,0.140625
654,0.741392,0.484375,1.049961,0.109375,0.746881,0.453125
655,0.732745,0.406250,1.115871,0.078125,0.971866,0.203125
656,0.798091,0.343750,1.089179,0.093750,0.895948,0.140625
657,0.811752,0.328125,0.922245,0.171875,0.797410,0.359375
658,0.803899,0.453125,1.066193,0.125000,0.850180,0.218750
659,0.808343,0.281250,0.956663,0.140625,0.911090,0.187500
660,0.851175,0.156250,0.961730,0.109375,0.796570,0.421875
661,0.912118,0.140625,1.015462,0.187500,0.836296,0.343750
662,0.879367,0.187500,1.113215,0.062500,1.194425,0.187500
663,0.883018,0.203125,1.144562,0.078125,1.038061,0.187500
664,0.997524,0.265625,0.846285,0.265625,0.925209,0.171875
665,0.886716,0.093750,0.864999,0.187500,0.812140,0.343750
666,0.781470,0.343750,0.919649,0.140625,0.814819,0.328125
667,0.790720,0.343750,0.919908,0.156250,0.784750,0.390625
668,0.859585,0.234375,0.943558,0.093750,0.860705,0.218750
669,0.797112,0.312500,0.994282,0.156250,0.816049,0.281250
670,0.816998,0.171875,0.975795,0.171875,0.756088,0.390625
671,0.847292,0.140625,1.000269,0.171875,0.773226,0.562500
672,0.817006,0.406250,1.056442,0.187500,1.043582,0.234375
673,0.813168,0.328125,0.993021,0.140625,0.740952,0.484375
674,0.809224,0.234375,0.968934,0.171875,0.808144,0.484375
675,0.833782,0.312500,1.073665,0.140625,1.171204,0.109375
676,0.921548,0.281250,1.052751,0.046875,0.832206,0.312500
677,0.819781,0.281250,0.927685,0.187500,0.814323,0.296875
678,0.772691,0.375000,0.996157,0.140625,0.870510,0.250000
679,0.834874,0.234375,0.982294,0.125000,0.864840,0.234375
680,0.830285,0.265625,0.939758,0.125000,0.844671,0.312500
681,0.905531,0.312500,1.020515,0.093750,0.995735,0.187500
682,1.000791,0.218750,0.871588,0.328125,0.884320,0.265625
683,0.826369,0.218750,1.011591,0.156250,0.889645,0.234375
684,0.757898,0.437500,1.011586,0.125000,0.793941,0.359375
685,0.792224,0.312500,0.993900,0.078125,0.828652,0.359375
686,0.787369,0.250000,0.989694,0.140625,1.025501,0.187500
687,0.975175,0.328125,0.867072,0.343750,1.144671,0.171875
688,1.014653,0.453125,0.914343,0.062500,1.008958,0.078125
689,1.038199,0.203125,0.908506,0.203125,0.834921,0.328125
690,0.802389,0.156250,1.012903,0.140625,0.832568,0.296875
691,0.774236,0.312500,1.003090,0.093750,0.910565,0.234375
692,0.877221,0.343750,0.912427,0.218750,0.811450,0.359375
693,0.797714,0.218750,0.998879,0.140625,0.788540,0.375000
694,0.790907,0.265625,0.988904,0.140625,0.787940,0.343750
695,0.830198,0.125000,0.943730,0.171875,0.771966,0.375000
696,0.825337,0.203125,0.973372,0.140625,0.842455,0.328125
697,0.866397,0.093750,0.921502,0.187500,0.824996,0.359375
698,0.828537,0.187500,1.001566,0.156250,0.841186,0.281250
699,0.872176,0.062500,0.951766,0.187500,0.896792,0.156250
700,0.860746,0.265625,1.050525,0.046875,1.034762,0.062500
701,0.975754,0.187500,0.948707,0.171875,0.860030,0.281250
702,0.849172,0.171875,0.924461,0.250000,0.919599,0.203125
703,0.927910,0.328125,0.909665,0.203125,0.814966,0.359375
704,0.803718,0.453125,1.319191,0.046875,1.003110,0.125000
705,0.923336,0.218750,0.908809,0.140625,0.851137,0.265625
706,0.842294,0.171875,0.966236,0.125000,0.785276,0.359375
707,0.750623,0.328125,0.943639,0.234375,0.753185,0.406250
708,0.813004,0.328125,0.981499,0.031250,0.945100,0.203125
709,0.909542,0.250000,0.942459,0.156250,0.846781,0.250000
710,0.865924,0.437500,0.969688,0.125000,0.826790,0.265625
711,0.845035,0.187500,0.961902,0.093750,0.813596,0.234375
712,0.814889,0.093750,0.960091,0.125000,0.866408,0.234375
713,0.884688,0.140625,0.965780,0.078125,0.839162,0.171875
714,0.872333,0.171875,0.952479,0.125000,0.851278,0.296875
715,0.881556,0.140625,0.983162,0.093750,0.923862,0.250000
716,0.930282,0.171875,0.901020,0.125000,0.904715,0.234375
717,0.878377,0.203125,0.952402,0.078125,0.866717,0.171875
718,0.866686,0.156250,0.931649,0.187500,0.812974,0.390625
719,0.819580,0.281250,1.025705,0.125000,0.977592,0.187500
720,1.037756,0.171875,0.867529,0.328125,0.876777,0.218750
721,0.933053,0.171875,1.034200,0.125000,0.917547,0.234375
722,0.933386,0.156250,0.939430,0.156250,0.897886,0.250000
723,0.817189,0.218750,0.900127,0.203125,0.732211,0.453125
724,0.691190,0.515625,1.221006,0.046875,0.856618,0.296875
725,0.857398,0.234375,1.049878,0.062500,0.841684,0.187500
726,0.875431,0.187500,0.943144,0.156250,0.756223,0.406250
727,0.814609,0.203125,0.927811,0.171875,0.798105,0.343750
728,0.846524,0.281250,0.909677,0.203125,0.851020,0.281250
729,0.849225,0.265625,0.944935,0.125000,0.836582,0.296875
730,0.844483,0.171875,0.991107,0.062500,0.786573,0.359375
731,0.826082,0.265625,0.969906,0.156250,0.785377,0.296875
732,0.788281,0.250000,0.959395,0.093750,0.851274,0.250000
733,0.821252,0.187500,1.045796,0.109375,0.936101,0.125000
734,0.908005,0.140625,0.916270,0.078125,0.848741,0.218750
735,0.899438,0.125000,0.838184,0.234375,0.912717,0.156250
736,0.865356,0.296875,0.945501,0.281250,0.860776,0.234375
737,0.893175,0.156250,0.941622,0.203125,0.953054,0.125000
738,1.005655,0.156250,0.856380,0.218750,0.940906,0.187500
739,0.837507,0.375000,0.968044,0.093750,0.820218,0.265625
740,0.784406,0.406250,1.015581,0.109375,0.869627,0.187500
741,0.868999,0.312500,0.928686,0.109375,0.908507,0.171875
742,0.894822,0.187500,1.115891,0.078125,0.839551,0.187500
743,0.805929,0.234375,1.079960,0.046875,0.860628,0.234375
744,0.882233,0.125000,0.941206,0.078125,0.916891,0.171875
745,0.830599,0.359375,1.093618,0.000000,0.999149,0.062500
746,0.954808,0.093750,0.880307,0.140625,0.899147,0.234375
747,0.854024,0.234375,1.008572,0.062500,0.802659,0.296875
748,0.792420,0.265625,0.954383,0.093750,0.789069,0.296875
749,0.848885,0.156250,0.963552,0.093750,0.859439,0.453125
750,0.802253,0.453125,1.050312,0.062500,0.955284,0.109375
751,0.977617,0.203125,0.819983,0.281250,0.797680,0.312500
752,0.840623,0.250000,0.895047,0.171875,0.765091,0.390625
753,0.764385,0.265625,1.020693,0.140625,0.719494,0.531250
754,0.811286,0.156250,1.026373,0.078125,0.783800,0.343750
755,0.846189,0.187500,0.914037,0.171875,0.935903,0.171875
756,0.850230,0.375000,1.092304,0.046875,1.174220,0.093750
757,1.156768,0.218750,0.755310,0.406250,0.852765,0.328125
758,0.852424,0.328125,0.925567,0.234375,0.837281,0.265625
759,0.699448,0.578125,1.063777,0.093750,0.801377,0.328125
760,0.681995,0.640625,1.144625,0.000000,0.863718,0.156250
761,0.768192,0.406250,1.068778,0.109375,0.776824,0.296875
762,0.781901,0.296875,1.043062,0.046875,0.881506,0.203125
763,0.912112,0.125000,0.869806,0.234375,0.808644,0.312500
764,0.923030,0.171875,0.838537,0.187500,0.978757,0.140625
765,0.923041,0.281250,0.906733,0.187500,0.857606,0.218750
766,0.842033,0.296875,0.979156,0.046875,0.768875,0.359375
767,0.814131,0.156250,0.917529,0.156250,0.789147,0.421875
768,0.790966,0.281250,0.993825,0.125000,1.028780,0.171875
769,0.954016,0.171875,0.902130,0.171875,0.951222,0.140625
770,0.974165,0.187500,0.883811,0.109375,1.175673,0.046875
771,1.106361,0.171875,0.803177,0.312500,0.859480,0.218750
772,0.801619,0.265625,0.980328,0.093750,0.843912,0.265625
773,0.754563,0.375000,0.911897,0.171875,0.833506,0.281250
774,0.757886,0.421875,1.038052,0.078125,0.773153,0.421875
775,0.729817,0.453125,1.088275,0.125000,0.775775,0.343750
776,0.781955,0.265625,0.961917,0.093750,0.978675,0.171875
777,0.954250,0.265625,0.848027,0.343750,1.049599,0.125000
778,0.951619,0.171875,0.925451,0.187500,0.939470,0.187500
779,0.877654,0.265625,0.981216,0.109375,0.871448,0.203125
780,0.845154,0.109375,1.008335,0.031250,0.854271,0.218750
781,0.876273,0.187500,0.917604,0.140625,0.874260,0.218750
782,0.867203,0.187500,0.947006,0.187500,0.870516,0.171875
783,0.805131,0.312500,0.961963,0.093750,0.865650,0.234375
784,0.784879,0.296875,0.930870,0.125000,0.834355,0.218750
785,0.836551,0.250000,0.924169,0.125000,0.856919,0.218750
786,0.867907,0.140625,0.880760,0.203125,0.973009,0.093750
787,0.880084,0.359375,0.988648,0.140625,1.034027,0.031250
788,0.968106,0.234375,0.834614,0.312500,0.867320,0.171875
789,0.839887,0.125000,0.885912,0.171875,0.836478,0.265625
790,0.754207,0.296875,0.988678,0.062500,0.823011,0.281250
791,0.787335,0.375000,0.979220,0.109375,0.913533,0.093750
792,0.857480,0.265625,0.881239,0.140625,0.902438,0.125000
793,0.842065,0.250000,0.971389,0.078125,0.898086,0.171875
794,0.860214,0.203125,0.928163,0.156250,0.905994,0.125000
795,0.866123,0.234375,0.865270,0.250000,0.834500,0.234375
796,0.923051,0.156250,0.933877,0.125000,0.951954,0.187500
797,0.946835,0.296875,0.823595,0.265625,0.880190,0.234375
798,0.842025,0.218750,1.011673,0.078125,0.755790,0.359375
799,0.802707,0.328125,0.959724,0.109375,0.878344,0.281250
800,0.807549,0.156250,0.969677,0.093750,0.792026,0.343750
801,0.793335,0.250000,0.932381,0.171875,0.815875,0.234375
802,0.874481,0.171875,0.879460,0.234375,0.951693,0.140625
803,0.919601,0.250000,0.871114,0.218750,1.374364,0.046875
804,1.291044,0.203125,0.834061,0.265625,0.936867,0.250000
805,0.856977,0.265625,0.855005,0.203125,1.089946,0.109375
806,0.656731,0.562500,1.218890,0.000000,0.812081,0.296875
807,0.664452,0.609375,1.089220,0.062500,0.888726,0.265625
808,0.773063,0.390625,0.995532,0.156250,0.798515,0.296875
809,0.771434,0.328125,1.002656,0.109375,0.858097,0.203125
810,0.843710,0.265625,0.999645,0.093750,0.853341,0.218750
811,0.856595,0.109375,0.920412,0.203125,0.815026,0.234375
812,0.844719,0.140625,0.945893,0.156250,0.898081,0.171875
813,0.874763,0.109375,0.873857,0.234375,0.869645,0.140625
814,0.902173,0.078125,0.955727,0.109375,0.852120,0.156250
815,0.845948,0.140625,0.982338,0.140625,0.973664,0.203125
816,0.928747,0.093750,0.918750,0.218750,1.056998,0.015625
817,1.008534,0.109375,0.785155,0.359375,1.079807,0.109375
818,0.865515,0.406250,0.997154,0.140625,0.910534,0.156250
819,0.851716,0.296875,0.864916,0.171875,0.763293,0.375000
820,0.786179,0.281250,0.892094,0.171875,0.780917,0.359375
821,0.796532,0.359375,0.885874,0.234375,0.766220,0.406250
822,0.814161,0.265625,0.990256,0.125000,0.800939,0.343750
823,0.855994,0.171875,0.948166,0.140625,0.820215,0.328125
824,0.892516,0.078125,0.905229,0.187500,0.997679,0.062500
825,0.911143,0.281250,0.852862,0.296875,0.968148,0.281250
826,0.974196,0.312500,0.957164,0.140625,1.136688,0.093750
827,1.078746,0.156250,0.873585,0.234375,0.862940,0.328125
828,0.821181,0.234375,0.921455,0.093750,0.777782,0.375000
829,0.760230,0.328125,0.925016,0.125000,0.764092,0.406250
830,0.722907,0.390625,1.008913,0.156250,0.810126,0.265625
831,0.786716,0.328125,0.995415,0.140625,0.939403,0.218750
832,0.881531,0.156250,0.896991,0.125000,0.889536,0.218750
833,0.875091,0.203125,0.927030,0.125000,0.880826,0.187500
834,0.802033,0.312500,0.971624,0.109375,0.803715,0.250000
835,0.878587,0.093750,0.881509,0.187500,0.880854,0.187500
836,0.921750,0.187500,0.834074,0.250000,0.885078,0.187500
837,0.895222,0.296875,0.955104,0.125000,0.891692,0.125000
838,0.817899,0.140625,1.019767,0.156250,0.844781,0.171875
839,0.827239,0.234375,0.905956,0.078125,0.804325,0.265625
840,0.854149,0.156250,0.859491,0.234375,0.882752,0.187500
841,0.904453,0.218750,0.865883,0.218750,0.932464,0.140625
842,0.913862,0.375000,0.900755,0.093750,0.964170,0.156250
843,0.885724,0.250000,0.868374,0.187500,0.915530,0.093750
844,0.875287,0.031250,0.949515,0.046875,0.846841,0.203125
845,0.814244,0.171875,0.929093,0.109375,0.808351,0.281250
846,0.823294,0.156250,0.984618,0.078125,0.876451,0.125000
847,0.832648,0.078125,0.831342,0.312500,0.847130,0.265625
848,0.928075,0.125000,0.824256,0.234375,0.968863,0.156250
849,1.003729,0.218750,0.930011,0.203125,1.124290,0.031250
850,1.007511,0.187500,0.828256,0.250000,0.872038,0.187500
851,0.739981,0.406250,0.931153,0.062500,0.788854,0.390625
852,0.664702,0.671875,1.092820,0.078125,0.759119,0.421875
853,0.734445,0.406250,1.045329,0.046875,0.849538,0.125000
854,0.794850,0.203125,0.964937,0.093750,0.840803,0.218750
855,0.838692,0.171875,0.880577,0.156250,0.823489,0.375000
856,0.864865,0.140625,0.951964,0.203125,0.962477,0.125000
857,0.880940,0.171875,0.980276,0.093750,0.989163,0.140625
858,1.030145,0.109375,0.817606,0.312500,0.955597,0.093750
859,0.908155,0.234375,0.915146,0.203125,0.980865,0.031250
860,0.859065,0.234375,0.847343,0.234375,0.785231,0.281250
861,0.777774,0.187500,0.932210,0.140625,0.750139,0.375000
862,0.737544,0.343750,1.030575,0.078125,0.778391,0.359375
863,0.800571,0.218750,0.912041,0.125000,0.879087,0.203125
864,0.891771,0.125000,0.878258,0.125000,0.878277,0.156250
865,0.876609,0.078125,0.931622,0.109375,0.930009,0.093750
866,0.938722,0.125000,0.802957,0.406250,0.940813,0.078125
